"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"D7","DO-214AC","9.0424mm","13.6906mm","9.0424mm","13.6906mm","9.0424mm","11.6906mm","T","90.00","1N4007"
"C57","0603C","5.7404mm","34.8234mm","5.7404mm","34.8234mm","5.7404mm","33.9979mm","T","90.00","104"
"C55","0603C","3.7592mm","17.8054mm","3.7592mm","17.8054mm","3.7592mm","18.6309mm","T","270.00","104"
"C53","0603C","98.1456mm","60.325mm","98.1456mm","60.325mm","97.3201mm","60.325mm","T","360.00","104"
"C50","0603C","38.8874mm","51.0794mm","38.8874mm","51.0794mm","39.7129mm","51.0794mm","T","180.00","104"
"C45","0603C","90.7542mm","58.3184mm","90.7542mm","58.3184mm","89.9287mm","58.3184mm","T","360.00","104"
"C44","0603C","75.2348mm","71.7804mm","75.2348mm","71.7804mm","76.0603mm","71.7804mm","T","180.00","104"
"C43","0603C","35.0266mm","59.3598mm","35.0266mm","59.3598mm","35.8521mm","59.3598mm","T","180.00","0.1uF"
"C42","0603C","25.9334mm","52.5272mm","25.9334mm","52.5272mm","25.1079mm","52.5272mm","T","360.00","104"
"C41","0603C","73.0758mm","63.3984mm","73.0758mm","63.3984mm","73.0758mm","62.5729mm","T","90.00","104"
"C37","0603C","12.192mm","17.7038mm","12.192mm","17.7038mm","13.0175mm","17.7038mm","T","180.00","104"
"C36","0603C","18.8976mm","17.7038mm","18.8976mm","17.7038mm","19.7231mm","17.7038mm","T","180.00","104"
"C19","0603C","48.8188mm","47.3202mm","48.8188mm","47.3202mm","49.6443mm","47.3202mm","T","180.00","10nF"
"J7","CON-5.08MM-4P","24.6126mm","2.7686mm","24.6126mm","2.7686mm","16.9926mm","2.7686mm","T","360.00","4 HEADER"
"EC4","CA1206","105.7549mm","32.9052mm","104.0384mm","32.893mm","104.0404mm","32.9052mm","T","180.00","10uF,25V"
"EC3","CA1206","99.0239mm","32.9052mm","97.3074mm","32.893mm","97.3094mm","32.9052mm","T","180.00","10uF,25V"
"DC1","CA1206","98.7674mm","13.3691mm","98.7552mm","15.0856mm","98.7674mm","15.0836mm","T","90.00","10uF,16V"
"D12","1206D","95.9612mm","13.4874mm","95.9612mm","13.4874mm","95.9612mm","11.7729mm","T","90.00","B2020W"
"C5","0805C","101.287mm","13.9427mm","101.2698mm","12.8778mm","101.287mm","12.8632mm","T","90.00","104"
"U3","WRA1215S-3WR2","98.3996mm","28.3972mm","98.3996mm","28.3972mm","89.5096mm","28.4226mm","T","360.00","WRA1215S-3WR2"
"L7","1206L","92.4814mm","13.4366mm","92.4814mm","13.4366mm","92.4814mm","11.6586mm","T","90.00","1uH"
"L6","1206L","89.7636mm","13.4366mm","89.7636mm","13.4366mm","89.7636mm","11.6586mm","T","90.00","1uH"
"D11","DO-214AC","82.6516mm","13.7414mm","82.6516mm","13.7414mm","82.6516mm","11.7414mm","T","90.00","1N4007"
"D10","DO-214AC","86.0552mm","13.7414mm","86.0552mm","13.7414mm","86.0552mm","11.7414mm","T","90.00","1N4007"
"U10","LC-SMD-8_6.3mm","15.1384mm","61.3156mm","15.1384mm","61.3156mm","20.0884mm","57.5056mm","T","90.00","6N136"
"U8","SOT23","61.6369mm","62.9922mm","62.6618mm","62.0522mm","62.6529mm","62.0397mm","T","90.00","TL431"
"R45","0603R","3.4798mm","46.8376mm","3.4798mm","46.8376mm","2.6543mm","46.8376mm","T","360.00","10K"
"R44","0603R","8.0264mm","56.3118mm","8.0264mm","56.3118mm","8.0264mm","55.4863mm","T","90.00","10k"
"R42","0603R","23.3172mm","53.34mm","23.3172mm","53.34mm","23.3172mm","54.1655mm","T","270.00","NC"
"R39","0805R","6.7056mm","63.4111mm","6.7056mm","62.3316mm","6.7056mm","62.3316mm","T","90.00","10R"
"R36","0603R","26.8224mm","62.5094mm","26.8224mm","62.5094mm","25.9969mm","62.5094mm","T","360.00","5.1K"
"R33","0603R","23.368mm","58.3184mm","23.368mm","58.3184mm","22.5425mm","58.3184mm","T","360.00","75R"
"R31","0603R","62.1284mm","58.9532mm","62.1284mm","58.9532mm","62.1284mm","59.7787mm","T","270.00","4k7/1%"
"R22","0603R","2.6416mm","44.1198mm","2.6416mm","44.1198mm","2.6416mm","43.2943mm","T","90.00","Res Semi"
"R21","0603R","65.6336mm","58.9532mm","65.6336mm","58.9532mm","65.6336mm","59.7787mm","T","270.00","100R"
"R4","0603R","75.5142mm","30.4292mm","75.5142mm","30.4292mm","74.6887mm","30.4292mm","T","360.00","1.2k/1%"
"Q2","SOT23","7.1376mm","47.7863mm","6.1976mm","46.7614mm","6.1851mm","46.7703mm","T","360.00","8550"
"Q1","SOT23","23.2917mm","61.3321mm","24.2316mm","62.357mm","24.2442mm","62.3481mm","T","180.00","8550"
"L1","LC7*7*3_L","72.1868mm","35.3314mm","72.1868mm","35.3314mm","74.7868mm","35.3314mm","T","180.00","22uH"
"EC2","C100UF16VEJ","29.2091mm","42.0614mm","25.9334mm","42.0624mm","25.9332mm","42.0514mm","T","360.00","100uF/35V"
"C28","0603C","26.7462mm","58.3184mm","26.7462mm","58.3184mm","27.5717mm","58.3184mm","T","180.00","104"
"C27","0603C","6.7056mm","52.1462mm","6.7056mm","52.1462mm","5.8801mm","52.1462mm","T","360.00","104"
"C16","0603C","68.0212mm","39.8018mm","68.0212mm","39.8018mm","68.8467mm","39.8018mm","T","180.00","0.1uF"
"C9","0603C","80.3148mm","27.7622mm","80.3148mm","27.7622mm","79.4893mm","27.7622mm","T","360.00","3.9nF"
"R18","0603R","49.784mm","60.6552mm","49.784mm","60.6552mm","49.784mm","59.8297mm","T","90.00","0R"
"Y1","ZS_SMD","44.5516mm","49.5046mm","44.5516mm","45.1866mm","44.5516mm","45.1866mm","T","90.00","8MHz"
"R19","0603R","58.1152mm","60.6552mm","58.1152mm","60.6552mm","58.1152mm","61.4807mm","T","270.00","0R"
"C26","0603C","47.879mm","52.705mm","47.879mm","52.705mm","47.879mm","53.5305mm","T","270.00","22pF"
"C29","0603C","47.9044mm","49.6062mm","47.9044mm","49.6062mm","47.9044mm","48.7807mm","T","90.00","22pF"
"U1","LQFP48_N","56.9976mm","50.9524mm","56.9976mm","50.9524mm","52.9476mm","53.7024mm","T","360.00","STM32F103C8T6"
"R89","0603R","105.207mm","48.5394mm","105.207mm","48.5394mm","104.3815mm","48.5394mm","T","360.00","10K/1%"
"L5","1206L","103.7123mm","67.0933mm","101.9302mm","67.0814mm","101.9343mm","67.0933mm","T","360.00","100uH"
"C65","0603C","5.7658mm","15.3416mm","5.7658mm","15.3416mm","6.5913mm","15.3416mm","T","180.00","104"
"U4","SO-16","53.0276mm","66.68mm","57.4802mm","69.469mm","57.4726mm","69.474mm","T","270.00","SP3232"
"R17","0603R","45.8216mm","66.2178mm","45.8216mm","66.2178mm","46.6471mm","66.2178mm","T","180.00","10R"
"R15","0603R","56.4896mm","60.6298mm","56.4896mm","60.6298mm","56.4896mm","61.4553mm","T","270.00","10R"
"R12","0603R","45.8216mm","67.6148mm","45.8216mm","67.6148mm","46.6471mm","67.6148mm","T","180.00","10R"
"R10","0603R","54.8174mm","60.6298mm","54.8174mm","60.6298mm","54.8174mm","61.4553mm","T","270.00","10R"
"R16","0603R","48.1076mm","60.6552mm","48.1076mm","60.6552mm","48.1076mm","59.8297mm","T","90.00","0R"
"R14","0603R","51.4731mm","60.63mm","51.4731mm","60.63mm","51.4731mm","59.8045mm","T","90.00","0R"
"R11","0603R","46.482mm","60.6552mm","46.482mm","60.6552mm","46.482mm","59.8297mm","T","90.00","0R"
"R9","0603R","53.1453mm","60.63mm","53.1453mm","60.63mm","53.1453mm","59.8045mm","T","90.00","0R"
"J2","KF2EDG-8P-3.81mm","60.3758mm","76.2mm","73.7108mm","76.2mm","73.7108mm","76.2mm","T","180.00","CON8"
"C14","0603C","49.3272mm","71.7587mm","49.3272mm","71.7587mm","48.5017mm","71.7587mm","T","360.00","0.1uF"
"C13","0603C","52.6673mm","71.7587mm","52.6673mm","71.7587mm","51.8418mm","71.7587mm","T","360.00","0.1uF"
"C12","0603C","39.5986mm","71.0184mm","39.5986mm","71.0184mm","38.7731mm","71.0184mm","T","360.00","0.1uF"
"C11","0603C","59.2582mm","66.5734mm","59.2582mm","66.5734mm","59.2582mm","67.3989mm","T","270.00","0.1uF"
"C10","0603C","56.2106mm","71.7333mm","56.2106mm","71.7333mm","55.3851mm","71.7333mm","T","360.00","0.1uF"
"J4","KF2EDG-8P-3.81mm","55.0926mm","4.0386mm","41.7576mm","4.0386mm","41.7576mm","4.0386mm","T","360.00","CON8"
"C40","0603C","89.535mm","63.5254mm","89.535mm","63.5254mm","89.535mm","62.6999mm","T","90.00","104"
"U18","DIP-4","32.3578mm","26.533mm","31.0802mm","21.9764mm","31.0878mm","21.961mm","T","180.00","PS2501L-1"
"U17","DIP-4","25.5591mm","26.533mm","24.2815mm","21.9764mm","24.2891mm","21.961mm","T","180.00","PS2501L-1"
"U13","DIP-4","18.7603mm","26.533mm","17.4827mm","21.9764mm","17.4903mm","21.961mm","T","180.00","PS2501L-1"
"R57","0603R","32.4612mm","35.433mm","32.4612mm","35.433mm","31.6357mm","35.433mm","T","360.00","10K"
"R56","0603R","32.4866mm","19.2024mm","32.4866mm","19.2024mm","31.6611mm","19.2024mm","T","360.00","10K"
"R55","0603R","25.6286mm","35.3314mm","25.6286mm","35.3314mm","24.8031mm","35.3314mm","T","360.00","10K"
"R54","0603R","25.5524mm","19.2024mm","25.5524mm","19.2024mm","24.7269mm","19.2024mm","T","360.00","10K"
"R47","0603R","18.669mm","35.3822mm","18.669mm","35.3822mm","17.8435mm","35.3822mm","T","360.00","10K"
"R46","0603R","18.8468mm","19.2024mm","18.8468mm","19.2024mm","18.0213mm","19.2024mm","T","360.00","10K"
"C49","0603C","32.4358mm","33.7566mm","32.4358mm","33.7566mm","31.6103mm","33.7566mm","T","360.00","104"
"C48","0603C","25.6286mm","33.8074mm","25.6286mm","33.8074mm","24.8031mm","33.8074mm","T","360.00","104"
"C47","0603C","32.4866mm","17.7038mm","32.4866mm","17.7038mm","33.3121mm","17.7038mm","T","180.00","104"
"C46","0603C","25.5524mm","17.7038mm","25.5524mm","17.7038mm","26.3779mm","17.7038mm","T","180.00","104"
"C38","0603C","18.6182mm","33.7566mm","18.6182mm","33.7566mm","17.7927mm","33.7566mm","T","360.00","104"
"C35","0603C","23.622mm","49.9872mm","23.622mm","49.9872mm","23.622mm","49.1617mm","T","90.00","100pF"
"C34","0603C","34.9758mm","57.8866mm","34.9758mm","57.8866mm","34.1503mm","57.8866mm","T","360.00","104"
"J3","KF2EDG-4P-3.81mm","90.9828mm","76.2mm","96.6978mm","76.2mm","96.6978mm","76.2mm","T","180.00","HEADER 4"
"J6","KF2EDG-4P-3.81mm","88.773mm","4.4196mm","83.058mm","4.4196mm","83.058mm","4.4196mm","T","360.00","HEADER 4"
"R81","0603R","105.207mm","57.5564mm","105.207mm","57.5564mm","104.3815mm","57.5564mm","T","360.00","10R"
"C33","0603C","48.9712mm","57.2516mm","48.9712mm","57.2516mm","49.7967mm","57.2516mm","T","180.00","15pF"
"C4","0603C","44.7802mm","60.6552mm","44.7802mm","60.6552mm","44.7802mm","61.4807mm","T","270.00","104"
"C3","0603C","57.912mm","41.021mm","57.912mm","41.021mm","57.0865mm","41.021mm","T","360.00","104"
"C2","0603C","74.3204mm","60.833mm","74.3204mm","60.833mm","75.1459mm","60.833mm","T","180.00","104"
"C1","CA1206","31.5336mm","64.2219mm","31.5214mm","65.9384mm","31.5336mm","65.9364mm","T","90.00","10uF,16V"
"C30","0603C","48.9458mm","55.245mm","48.9458mm","55.245mm","49.7713mm","55.245mm","T","180.00","15pF"
"C7","0603C","78.9432mm","38.608mm","78.9432mm","38.608mm","78.1177mm","38.608mm","T","360.00","103"
"C8","0603C","68.0466mm","41.2496mm","68.0466mm","41.2496mm","67.2211mm","41.2496mm","T","360.00","104"
"C15","0805C","23.3598mm","42.2891mm","23.3426mm","41.2242mm","23.3598mm","41.2096mm","T","90.00","1uF"
"C18","0603C","39.624mm","69.5706mm","39.624mm","69.5706mm","40.4495mm","69.5706mm","T","180.00","0.1uF"
"C21","0603C","4.2926mm","44.1452mm","4.2926mm","44.1452mm","4.2926mm","44.9707mm","T","270.00","0.1uF"
"C22","0603C","69.6976mm","61.5696mm","69.6976mm","61.5696mm","70.5231mm","61.5696mm","T","180.00","103"
"C23","0603C","60.3758mm","58.9534mm","60.3758mm","58.9534mm","60.3758mm","59.7789mm","T","270.00","103"
"C25","0603C","66.2178mm","64.5922mm","66.2178mm","64.5922mm","65.3923mm","64.5922mm","T","360.00","103"
"C51","0603C","41.148mm","50.3682mm","41.148mm","50.3682mm","41.148mm","51.1937mm","T","270.00","104"
"C52","0603C","90.7288mm","54.0512mm","90.7288mm","54.0512mm","89.9033mm","54.0512mm","T","360.00","104"
"C31","0603C","26.797mm","60.6044mm","26.797mm","60.6044mm","27.6225mm","60.6044mm","T","180.00","100pF"
"C32","0603C","3.5052mm","50.419mm","3.5052mm","50.419mm","2.6797mm","50.419mm","T","360.00","220pF"
"C54","0603C","98.0948mm","54.5846mm","98.0948mm","54.5846mm","98.9203mm","54.5846mm","T","180.00","104"
"C58","0603C","74.1172mm","47.9298mm","74.1172mm","47.9298mm","74.1172mm","47.1043mm","T","90.00","103"
"C60","0603C","105.2068mm","53.9496mm","105.2068mm","53.9496mm","106.0323mm","53.9496mm","T","180.00","104"
"C61","0603C","105.2068mm","55.753mm","105.2068mm","55.753mm","106.0323mm","55.753mm","T","180.00","103"
"C63","0603C","101.4984mm","42.545mm","101.4984mm","42.545mm","101.4984mm","43.3705mm","T","270.00","104"
"C64","0603C","99.8728mm","42.545mm","99.8728mm","42.545mm","99.8728mm","41.7195mm","T","90.00","104"
"C66","0603C","70.6882mm","44.3738mm","70.6882mm","44.3738mm","70.6882mm","45.1993mm","T","270.00","104"
"C67","0603C","69.088mm","44.3992mm","69.088mm","44.3992mm","69.088mm","45.2247mm","T","270.00","103"
"C68","0603C","64.6938mm","45.974mm","64.6938mm","45.974mm","63.8683mm","45.974mm","T","360.00","104"
"C69","0603C","60.96mm","66.5988mm","60.96mm","66.5988mm","60.96mm","67.4243mm","T","270.00","104"
"D3","SOT23","98.1201mm","57.3443mm","99.06mm","58.3692mm","99.0726mm","58.3603mm","T","180.00","BAV54C"
"D4","SOT23","94.818mm","63.2371mm","95.758mm","64.262mm","95.7706mm","64.2531mm","T","180.00","BAV54C"
"D9","SOT23","98.3323mm","66.6749mm","97.3074mm","67.6148mm","97.3163mm","67.6274mm","T","270.00","BAV54C"
"DC2","CA1206","105.1946mm","62.0923mm","105.2068mm","60.3758mm","105.1946mm","60.3778mm","T","270.00","10uF,16V"
"EC1","C100UF16VEJ","82.2461mm","23.1912mm","85.5218mm","23.1902mm","85.522mm","23.2012mm","T","180.00","100uF,25V"
"LED1","D0805","63.9804mm","43.1378mm","65.1256mm","43.1292mm","65.1234mm","43.1378mm","T","270.00","Green"
"L3","1206L","93.599mm","66.802mm","93.599mm","66.802mm","95.377mm","66.802mm","T","180.00","100uH"
"Q6","SOT23","5.7297mm","12.8164mm","6.6802mm","13.8514mm","6.6822mm","13.8324mm","T","180.00","9013"
"Q5","SOT23","3.1643mm","34.8044mm","4.1148mm","35.8394mm","4.1168mm","35.8204mm","T","180.00","9013"
"R5","0603R","72.0344mm","30.4292mm","72.0344mm","30.4292mm","71.2089mm","30.4292mm","T","360.00","43k/1%"
"R6","0603R","76.9874mm","27.6098mm","76.9874mm","27.6098mm","76.9874mm","28.4353mm","T","270.00","10k/1%"
"R7","0603R","83.3628mm","27.7368mm","83.3628mm","27.7368mm","82.5373mm","27.7368mm","T","360.00","6.8k"
"R79","0603R","7.493mm","34.798mm","7.493mm","34.798mm","7.493mm","33.9725mm","T","90.00","2K"
"R2","0603R","64.389mm","41.2496mm","64.389mm","41.2496mm","65.2145mm","41.2496mm","T","180.00","4.7K"
"R88","0603R","7.4422mm","38.1762mm","7.4422mm","38.1762mm","7.4422mm","37.3507mm","T","90.00","10K"
"R90","0603R","5.7658mm","38.1762mm","5.7658mm","38.1762mm","5.7658mm","37.3507mm","T","90.00","3K"
"R27","0603R","66.1416mm","61.6204mm","66.1416mm","61.6204mm","66.9671mm","61.6204mm","T","180.00","4k7/1%"
"R28","0603R","68.9356mm","64.1096mm","68.9356mm","64.1096mm","68.9356mm","63.2841mm","T","90.00","2k/1%"
"R29","0603R","63.881mm","58.9534mm","63.881mm","58.9534mm","63.881mm","58.1279mm","T","90.00","2k/1%"
"R30","0603R","70.4342mm","64.135mm","70.4342mm","64.135mm","70.4342mm","64.9605mm","T","270.00","4k7/1%"
"R34","0603R","8.0264mm","59.5376mm","8.0264mm","59.5376mm","8.0264mm","60.3631mm","T","270.00","NC"
"R35","0603R","3.4798mm","52.1462mm","3.4798mm","52.1462mm","2.6543mm","52.1462mm","T","360.00","1.2k"
"R37","0603R","2.3876mm","63.0682mm","2.3876mm","63.0682mm","2.3876mm","62.2427mm","T","90.00","20k"
"R38","0805R","4.2926mm","63.4365mm","4.2926mm","62.357mm","4.2926mm","62.357mm","T","90.00","10R"
"R40","1206R","5.5796mm","67.8952mm","7.366mm","67.8942mm","7.3576mm","67.8952mm","T","180.00","120R/NC"
"R41","0603R","25.6032mm","49.9872mm","25.6032mm","49.9872mm","25.6032mm","50.8127mm","T","270.00","1.2K"
"R43","0603R","3.5052mm","48.6156mm","3.5052mm","48.6156mm","2.6797mm","48.6156mm","T","360.00","150R"
"R69","0603R","94.3354mm","52.6119mm","94.3354mm","52.6119mm","95.1609mm","52.6119mm","T","180.00","2K7/1%"
"R70","0603R","101.4984mm","50.5968mm","101.4984mm","50.5968mm","101.4984mm","49.7713mm","T","90.00","1K1/1%"
"R63","0603R","68.8594mm","55.4482mm","68.8594mm","55.4482mm","68.0339mm","55.4482mm","T","360.00","1k"
"R71","0603R","94.3356mm","51.0709mm","94.3356mm","51.0709mm","93.5101mm","51.0709mm","T","360.00","1K1/1%"
"R72","0603R","101.4984mm","47.5234mm","101.4984mm","47.5234mm","101.4984mm","46.6979mm","T","90.00","2K7/1%"
"R73","0603R","94.3356mm","49.53mm","94.3356mm","49.53mm","95.1611mm","49.53mm","T","180.00","51R/1%"
"R74","0603R","98.3996mm","49.8094mm","98.3996mm","49.8094mm","99.2251mm","49.8094mm","T","180.00","4K7/1%"
"R75","0603R","99.8474mm","47.5234mm","99.8474mm","47.5234mm","99.8474mm","48.3489mm","T","270.00","20K/1%"
"R80","0603R","91.3384mm","41.8846mm","91.3384mm","41.8846mm","92.1639mm","41.8846mm","T","180.00","200R/1%"
"R82","0603R","105.2068mm","52.1462mm","105.2068mm","52.1462mm","106.0323mm","52.1462mm","T","180.00","33K/1%"
"R83","0603R","105.207mm","50.3428mm","105.207mm","50.3428mm","104.3815mm","50.3428mm","T","360.00","33K/1%"
"R84","0603R","105.2068mm","46.736mm","105.2068mm","46.736mm","106.0323mm","46.736mm","T","180.00","31K6/1%"
"R86","0603R","72.644mm","47.9298mm","72.644mm","47.9298mm","72.644mm","47.1043mm","T","90.00","100K/1%"
"R93","0603R","73.9394mm","44.323mm","73.9394mm","44.323mm","73.9394mm","45.1485mm","T","270.00","10K/1%"
"R94","0603R","72.3261mm","44.3447mm","72.3261mm","44.3447mm","72.3261mm","43.5192mm","T","90.00","20K/1%"
"SW1","SW1","33.7893mm","54.0656mm","29.972mm","54.0766mm","29.9866mm","54.0656mm","T","270.00","²¦Âë¿ª¹Ø"
"U2","SOP8","80.1686mm","33.1702mm","82.0674mm","35.687mm","82.0736mm","35.8102mm","T","270.00","EUP3484"
"U5","SOT223","64.135mm","35.9918mm","64.135mm","35.9918mm","61.835mm","32.9918mm","T","360.00","AMS1117-3.3"
"U7","SOT23","75.3961mm","67.6655mm","74.3712mm","68.6054mm","74.3801mm","68.6179mm","T","270.00","TL431"
"U9","SOP8","65.843mm","68.5484mm","68.3768mm","66.6496mm","68.383mm","66.6434mm","T","180.00","LM258"
"U25","SOP8","96.0436mm","44.5578mm","97.9424mm","47.0916mm","97.9486mm","47.0978mm","T","270.00","LM258"
"U11","SOP8","4.3118mm","56.9744mm","2.413mm","54.4576mm","2.4068mm","54.3344mm","T","90.00","PCA82C251T"
"U12","LC-SMD-8_6.3mm","15.1384mm","49.9618mm","15.1384mm","49.9618mm","10.1884mm","53.7718mm","T","270.00","6N136"
"U22","SOT23","97.9488mm","52.3347mm","98.9838mm","51.3842mm","98.9648mm","51.3822mm","T","90.00","CJ431"
"U24","HCNR201_-_S","82.7476mm","47.5742mm","88.7476mm","43.7642mm","88.7476mm","43.7642mm","T","180.00","HCNR201"
"U26","SOP8","68.1544mm","49.2444mm","70.6882mm","47.3456mm","70.6944mm","47.3394mm","T","180.00","LM258"
"Y2","ZS-32.768","43.6203mm","57.5818mm","43.688mm","57.5818mm","46.4228mm","58.2422mm","T","180.00","32.768KHz"
"C24","0603C","72.0596mm","70.1294mm","72.0596mm","70.1294mm","72.8851mm","70.1294mm","T","180.00","103"
"R24","0603R","72.0598mm","66.7766mm","72.0598mm","66.7766mm","71.2343mm","66.7766mm","T","360.00","4k7/1%"
"R26","0603R","66.167mm","63.1063mm","66.167mm","63.1063mm","66.9925mm","63.1063mm","T","180.00","4k7/1%"
"R1","0603R","33.02mm","70.7898mm","33.02mm","70.7898mm","33.02mm","71.6153mm","T","270.00","10K"
"R3","0603R","35.5092mm","70.7898mm","35.5092mm","70.7898mm","35.5092mm","71.6153mm","T","270.00","10K"
"U6","B0505S-1WR2","15.5448mm","42.672mm","19.3548mm","42.672mm","19.3548mm","42.672mm","T","180.00","B0505D-1W"
"R32","0603R","49.4538mm","51.2064mm","49.4538mm","51.2064mm","49.4538mm","52.0319mm","T","270.00","1MR"
"D1","SOT23","7.0269mm","44.0692mm","8.0518mm","43.1292mm","8.0429mm","43.1166mm","T","90.00","BAV54C"
"R87","0603R","6.6802mm","17.8054mm","6.6802mm","17.8054mm","6.6802mm","18.6309mm","T","270.00","5.1K"
"R20","0603R","75.2348mm","70.1548mm","75.2348mm","70.1548mm","74.4093mm","70.1548mm","T","360.00","100R"
"RL2","HF32F-12V","20.0152mm","10.4394mm","12.3952mm","7.6454mm","12.3952mm","6.6294mm","T","180.00","JQ1P-12V"
"C39","0603C","11.8872mm","33.7566mm","11.8872mm","33.7566mm","11.0617mm","33.7566mm","T","360.00","104"
"D5","DO-214AC","48.641mm","15.494mm","48.641mm","15.494mm","48.641mm","13.494mm","T","90.00","1N4007"
"D6","DO-214AC","51.9938mm","15.494mm","51.9938mm","15.494mm","51.9938mm","17.494mm","T","270.00","1N4007"
"D8","DO-214AC","53.975mm","23.9014mm","53.975mm","23.9014mm","53.975mm","25.9014mm","T","270.00","1N4007"
"DC4","CAP12.5*20","73.9902mm","13.4874mm","73.9902mm","13.4874mm","73.9902mm","15.9874mm","T","270.00","2200uF/25V"
"DC5","CAP12.5*20","60.6044mm","13.4366mm","60.6044mm","13.4366mm","60.6044mm","15.9366mm","T","270.00","2200uF/25V"
"Q3","SOT-23L","45.0723mm","13.99mm","46.0248mm","15.24mm","46.0248mm","15.24mm","T","180.00","AO3407"
"Q4","SOT23","44.7695mm","34.7282mm","45.72mm","35.7632mm","45.722mm","35.7442mm","T","180.00","9013"
"R91","0603R","48.1076mm","35.6616mm","48.1076mm","35.6616mm","48.9331mm","35.6616mm","T","180.00","10K"
"R85","0603R","48.1076mm","37.338mm","48.1076mm","37.338mm","48.9331mm","37.338mm","T","180.00","2K"
"R76","0603R","45.1866mm","18.9484mm","45.1866mm","18.9484mm","46.0121mm","18.9484mm","T","180.00","10K"
"R48","0603R","12.1666mm","19.2024mm","12.1666mm","19.2024mm","11.3411mm","19.2024mm","T","360.00","10K"
"R49","0603R","11.9126mm","35.3822mm","11.9126mm","35.3822mm","11.0871mm","35.3822mm","T","360.00","10K"
